dataset,esn,unit,flight_cycle,datetime,operator,depart_icao,destination_icao,hpc_eff_mod,hpc_flow_mod,tra,t2,t24,t30,t50,p2,p15,p30,nf,nc,epr,ps30,phi,nrf,nrc,bpr,farb,htbleed,nf_dmd,pcnfr_dmd,w31,w32,rul
test_FD001,999124,24,15,3/23/2018 16:52,FRON,KDEN,KJAX,0.0024,-0.0003,100,518.67,1560.85,1581.49,1394.42,14.62,21.61,554.65,2388.0,9056.95,1.3,47.03,522.86,2388.04,8143.27,8.4096,0.03,391,2388,100,39.11,23.3851,20.0
test_FD001,999124,24,73,4/3/2018 21:18,FRON,KIAD,KLAS,0.0009,-0.0003,100,518.67,1561.8000000000002,1584.08,1399.88,14.62,21.61,554.62,2387.97,9072.61,1.3,47.18,522.4,2388.04,8147.51,8.3792,0.03,390,2388,100,38.96,23.3585,20.0
test_FD001,999124,24,76,4/4/2018 17:21,FRON,KAUS,KIAD,-0.0007,-0.0003,100,518.67,1560.75,1585.39,1395.49,14.62,21.61,554.38,2387.94,9069.52,1.3,47.15,522.65,2387.97,8147.99,8.4159,0.03,391,2388,100,39.04,23.3169,20.0
test_FD001,999124,24,113,4/11/2018 11:29,FRON,KLAS,KCOS,-0.0024,-0.0003,100,518.67,1561.72,1578.3,1402.37,14.62,21.61,554.35,2387.96,9075.95,1.3,47.33,522.4,2388.05,8162.28,8.4028,0.03,391,2388,100,38.9,23.3391,20.0
test_FD001,999124,24,139,4/15/2018 5:25,FRON,KATL,KLGA,-0.001,-0.0004,100,518.67,1561.74,1584.67,1403.8,14.62,21.61,554.55,2388.08,9092.79,1.3,47.33,521.11,2387.99,8172.67,8.4168,0.03,393,2388,100,38.95,23.2181,20.0
test_FD001,999124,24,5,3/22/2018 9:25,FRON,KDSM,KDEN,-0.004,-0.0005,100,518.67,1561.0800000000002,1578.05,1398.49,14.62,21.6,554.49,2387.99,9066.59,1.3,46.96,523.33,2387.97,8151.23,8.4126,0.03,391,2388,100,38.89,23.3875,20.0
test_FD001,999124,24,22,3/24/2018 17:55,FRON,KSJC,KLAS,0.0004,-0.0001,100,518.67,1561.2,1588.59,1390.01,14.62,21.61,554.26,2387.98,9067.48,1.3,47.19,522.17,2388.02,8151.88,8.3749,0.03,391,2388,100,39.12,23.4013,20.0
test_FD001,999124,24,180,5/6/2018 20:46,FRON,KMSN,KLAS,0.0034,0.0,100,518.67,1562.17,1605.58,1411.65,14.62,21.61,553.9,2388.09,9137.4,1.3,47.68,521.43,2388.09,8201.98,8.4441,0.03,395,2388,100,38.83,23.2741,20.0
test_FD001,999124,24,106,4/9/2018 22:28,FRON,KAUS,KLAS,0.0016,0.0003,100,518.67,1561.89,1579.33,1401.31,14.62,21.61,554.8,2388.04,9069.69,1.3,47.14,522.2,2387.96,8154.66,8.4054,0.03,391,2388,100,38.9,23.3869,20.0
test_FD001,999124,24,153,4/17/2018 10:30,FRON,KPVD,KDEN,-0.0008,0.0004,100,518.67,1562.01,1595.17,1411.37,14.62,21.61,554.57,2388.05,9098.24,1.3,47.48,522.16,2388.02,8175.27,8.4102,0.03,392,2388,100,38.99,23.3692,20.0
test_FD001,999124,24,48,3/30/2018 12:03,FRON,KMCO,KTTN,0.003,-0.0001,100,518.67,1561.39,1577.93,1394.98,14.62,21.61,554.49,2387.97,9070.86,1.3,47.2,522.29,2387.99,8147.58,8.3988,0.03,392,2388,100,39.14,23.4374,20.0
test_FD001,999124,24,174,5/5/2018 18:26,FRON,KORD,,-0.0016,-0.0001,100,518.67,1562.42,1595.81,1410.165,14.62,21.61,553.28,2388.03,9125.49,1.3,47.36,521.13,2388.12,8202.42,8.4719,0.03,395,2388,100,38.71,23.1702,20.0
test_FD001,999124,24,156,4/17/2018 20:33,FRON,KMSP,KTTN,0.002,0.0004,100,518.67,1562.0700000000002,1588.92,1406.64,14.62,21.61,553.55,2388.02,9104.51,1.3,47.49,521.86,2388.08,8176.29,8.4184,0.03,393,2388,100,39.08,23.4105,20.0
test_FD001,999124,24,147,4/16/2018 11:26,FRON,KLAS,KCOS,-0.0007,-0.0004,100,518.67,1561.41,1584.6,1405.81,14.62,21.61,553.82,2388.03,9088.24,1.3,47.47,521.9,2388.03,8170.5,8.4337,0.03,393,2388,100,38.83,23.3733,20.0
test_FD001,999124,24,124,4/12/2018 11:30,FRON,KIAD,KDEN,-0.0007,0.0003,100,518.67,1561.64,1583.37,1397.39,14.62,21.61,553.77,2388.03,9077.82,1.3,47.42,521.65,2387.99,8162.91,8.4295,0.03,394,2388,100,39.01,23.3654,20.0
test_FD001,999124,24,8,3/22/2018 17:10,FRON,KSLC,KDEN,-0.0026,0.0002,100,518.67,1561.15,1585.26,1390.45,14.62,21.61,554.75,2388.03,9062.31,1.3,47.22,522.34,2387.98,8149.34,8.4036,0.03,391,2388,100,39.02,23.5354,20.0
test_FD001,999124,24,99,4/9/2018 0:06,FRON,KLAS,KMCO,-0.0005,0.0,100,518.67,1561.7800000000002,1588.52,1399.93,14.62,21.61,553.66,2387.98,9075.45,1.3,47.24,522.49,2387.99,8154.46,8.4208,0.03,392,2388,100,38.95,23.3811,20.0
test_FD001,999124,24,152,4/17/2018 7:02,FRON,KMCO,KPVD,-0.0011,0.0001,100,518.67,1561.47,1593.14,1407.88,14.62,21.61,554.21,2388.02,9099.92,1.3,47.41,521.75,2388.0,8176.86,8.4572,0.03,394,2388,100,38.86,23.2574,20.0
test_FD001,999124,24,111,4/10/2018 18:17,FRON,KRDU,KAUS,-0.0033,-0.0004,100,518.67,1561.3100000000002,1589.18,1403.02,14.62,21.61,555.15,2387.98,9072.9,1.3,47.15,522.28,2388.0,8153.47,8.386,0.03,391,2388,100,38.9,23.3983,20.0
test_FD001,999124,24,127,4/12/2018 20:51,FRON,KDTW,KISP,0.0015,0.0002,100,518.67,1561.48,1596.54,1395.72,14.62,21.61,553.8,2387.94,9085.26,1.3,47.41,521.96,2387.99,8165.16,8.4302,0.03,393,2388,100,39.05,23.4103,20.0
test_FD001,999124,24,84,4/5/2018 17:56,FRON,KMIA,KISP,0.0013,-0.0003,100,518.67,1561.8300000000002,1584.97,1398.25,14.62,21.6,554.37,2387.96,9072.55,1.3,47.15,522.84,2387.97,8151.59,8.4248,0.03,392,2388,100,39.05,23.4639,20.0
test_FD001,999124,24,156,4/17/2018 20:33,FRON,KMSP,KTTN,0.002,0.0004,100,518.67,1562.0700000000002,1588.92,1406.64,14.62,21.61,553.55,2388.02,9104.51,1.3,47.49,521.86,2388.08,8176.29,8.4184,0.03,393,2388,100,39.08,23.4105,20.0
test_FD001,999124,24,19,3/24/2018 12:48,FRON,KDEN,KLAS,-0.0007,0.0001,100,518.67,1561.63,1581.31,1400.27,14.62,21.61,554.73,2387.99,9066.77,1.3,47.06,522.67,2388.02,8147.06,8.4058,0.03,391,2388,100,39.15,23.5444,20.0
test_FD001,999124,24,13,3/23/2018 7:38,FRON,KRDU,KLAS,-0.0015,-0.0003,100,518.67,1561.62,1591.3,1398.35,14.62,21.61,554.24,2388.02,9063.04,1.3,47.26,522.6,2387.95,8146.18,8.3842,0.03,391,2388,100,38.97,23.3891,20.0
test_FD001,999124,24,9,3/22/2018 19:49,FRON,KDEN,KSLC,0.0028,-0.0004,100,518.67,1561.43,1586.0,1398.85,14.62,21.61,554.87,2387.93,9063.74,1.3,47.17,522.48,2388.0,8148.88,8.4049,0.03,392,2388,100,39.0,23.3757,20.0
test_FD001,999124,24,30,3/27/2018 5:43,FRON,KMSP,KDEN,0.0016,0.0003,100,518.67,1562.16,1589.82,1400.17,14.62,21.61,554.1,2387.93,9066.5,1.3,47.18,522.14,2388.01,8150.64,8.3848,0.03,392,2388,100,39.22,23.2993,20.0
test_FD001,999124,24,69,4/3/2018 13:55,FRON,KONT,KAUS,0.0036,-0.0004,100,518.67,1561.21,1586.74,1395.76,14.62,21.61,553.94,2388.02,9069.85,1.3,47.26,522.6,2388.03,8152.13,8.4102,0.03,393,2388,100,39.36,23.4337,20.0
test_FD001,999124,24,167,4/19/2018 19:44,FRON,KCVG,KLGA,0.0019,0.0,100,518.67,1562.13,1590.08,1410.07,14.62,21.61,552.89,2388.01,9116.53,1.3,47.48,521.34,2388.1,8186.19,8.4081,0.03,393,2388,100,38.76,23.2521,20.0
test_FD001,999124,24,56,4/1/2018 10:07,FRON,KATL,KTTN,0.0024,0.0004,100,518.67,1561.42,1586.23,1397.62,14.62,21.6,553.75,2387.99,9065.01,1.3,47.19,522.52,2387.99,8148.84,8.3892,0.03,392,2388,100,38.96,23.5103,20.0
test_FD001,999124,24,44,3/29/2018 17:57,FRON,KDEN,KMIA,-0.0042,-0.0003,100,518.67,1560.99,1580.1,1400.66,14.62,21.61,554.8,2387.98,9064.95,1.3,46.98,522.48,2387.99,8147.64,8.4104,0.03,391,2388,100,38.96,23.3843,20.0
test_FD001,999124,24,120,4/12/2018 5:10,FRON,KIAD,KMCO,-0.0015,-0.0003,100,518.67,1562.19,1588.27,1408.4,14.62,21.61,553.37,2388.04,9078.36,1.3,47.31,522.37,2388.01,8161.68,8.452,0.03,391,2388,100,39.05,23.3408,20.0
test_FD001,999124,24,108,4/10/2018 7:57,FRON,KTPA,KBUF,0.0008,0.0003,100,518.67,1561.71,1582.75,1405.54,14.62,21.61,554.38,2387.96,9074.46,1.3,47.21,522.41,2388.04,8155.8,8.3785,0.03,393,2388,100,38.84,23.3871,20.0
test_FD001,999124,24,132,4/13/2018 18:28,FRON,KDEN,KSAN,-0.0009,0.0003,100,518.67,1561.09,1591.07,1402.53,14.62,21.61,554.76,2387.98,9084.61,1.3,47.44,521.9,2388.03,8159.62,8.4009,0.03,393,2388,100,39.07,23.3954,20.0
test_FD001,999124,24,24,3/25/2018 6:46,FRON,KMKE,KMIA,-0.0001,0.0,100,518.67,1561.52,1587.08,1390.74,14.62,21.61,555.02,2388.02,9061.69,1.3,47.17,522.72,2387.99,8145.5,8.3747,0.03,392,2388,100,38.81,23.3602,20.0
test_FD001,999124,24,38,3/28/2018 18:17,FRON,KDEN,KONT,-0.0024,-0.0005,100,518.67,1561.84,1583.61,1405.74,14.62,21.61,554.94,2387.98,9070.12,1.3,47.24,522.17,2388.04,8144.72,8.3996,0.03,391,2388,100,39.01,23.377,20.0
test_FD001,999124,24,142,4/15/2018 16:17,FRON,KAUS,KCVG,0.0042,0.0002,100,518.67,1561.52,1586.81,1398.99,14.62,21.61,553.91,2388.0,9087.59,1.3,47.45,521.15,2387.98,8176.18,8.4013,0.03,393,2388,100,38.87,23.2786,20.0
test_FD001,999124,24,102,4/9/2018 12:50,FRON,KJAX,KTTN,-0.0003,-0.0002,100,518.67,1560.73,1589.97,1403.74,14.62,21.61,553.73,2387.98,9075.95,1.3,47.27,523.14,2387.97,8159.56,8.3728,0.03,392,2388,100,39.04,23.3476,20.0
test_FD001,999124,24,35,3/28/2018 9:12,FRON,KDEN,KSEA,0.0015,0.0003,100,518.67,1561.75,1583.26,1397.79,14.62,21.61,554.58,2388.0,9065.73,1.3,47.1,522.4,2388.03,8142.06,8.4025,0.03,391,2388,100,38.97,23.462,20.0
test_FD001,999124,24,72,4/3/2018 21:18,FRON,KIAD,KLAS,-0.003,0.0,100,518.67,1561.5300000000002,1580.6,1400.28,14.62,21.61,554.78,2388.0,9064.94,1.3,47.18,522.33,2388.01,8140.5,8.4214,0.03,393,2388,100,39.08,23.3711,20.0
test_FD001,999124,24,47,3/30/2018 7:47,FRON,KDEN,KMCO,0.002,-0.0005,100,518.67,1561.74,1587.61,1389.33,14.62,21.61,555.22,2388.0,9063.22,1.3,47.24,522.38,2387.95,8148.75,8.3867,0.03,392,2388,100,39.06,23.5022,20.0
test_FD001,999124,24,16,3/23/2018 20:47,FRON,KJAX,KPHL,-0.0021,0.0002,100,518.67,1561.0400000000002,1582.16,1396.54,14.62,21.61,554.01,2388.05,9063.23,1.3,47.17,521.93,2387.97,8149.53,8.4068,0.03,392,2388,100,38.99,23.3766,20.0
test_FD001,999124,24,151,4/17/2018 0:18,FRON,KLAS,KMCO,0.0037,-0.0003,100,518.67,1561.99,1588.76,1409.19,14.62,21.61,553.89,2388.02,9103.33,1.3,47.45,522.08,2388.06,8179.33,8.4239,0.03,393,2388,100,38.81,23.35,20.0
test_FD001,999124,24,30,3/27/2018 5:43,FRON,KMSP,KDEN,0.0016,0.0003,100,518.67,1562.16,1589.82,1400.17,14.62,21.61,554.1,2387.93,9066.5,1.3,47.18,522.14,2388.01,8150.64,8.3848,0.03,392,2388,100,39.22,23.2993,20.0
test_FD001,999124,24,64,4/2/2018 23:10,FRON,KLAS,KIAD,0.0031,-0.0001,100,518.67,1560.93,1582.83,1401.95,14.62,21.61,554.17,2388.05,9067.17,1.3,47.27,521.92,2387.97,8155.86,8.4292,0.03,390,2388,100,39.09,23.4162,20.0
test_FD001,999124,24,19,3/24/2018 12:48,FRON,KDEN,KLAS,-0.0007,0.0001,100,518.67,1561.63,1581.31,1400.27,14.62,21.61,554.73,2387.99,9066.77,1.3,47.06,522.67,2388.02,8147.06,8.4058,0.03,391,2388,100,39.15,23.5444,20.0
test_FD001,999124,24,46,3/30/2018 2:11,FRON,KMIA,KDEN,-0.0022,-0.0004,100,518.67,1561.47,1585.19,1394.03,14.62,21.61,554.6,2387.99,9066.65,1.3,47.24,522.23,2388.02,8147.88,8.4113,0.03,391,2388,100,39.1,23.4079,20.0
test_FD001,999124,24,10,3/22/2018 22:12,FRON,KSLC,KLAS,0.0002,0.0003,100,518.67,1561.8300000000002,1581.86,1399.05,14.62,21.61,554.47,2388.06,9068.25,1.3,47.18,522.46,2387.95,8147.29,8.4072,0.03,392,2388,100,39.04,23.4367,20.0
test_FD001,999124,24,144,4/15/2018 19:36,FRON,KCVG,KLAS,0.0005,-0.0002,100,518.67,1561.98,1591.75,1407.26,14.62,21.61,553.58,2387.98,9091.36,1.3,47.52,521.64,2388.07,8168.54,8.428,0.03,393,2388,100,38.93,23.3727,20.0
test_FD001,999124,24,37,3/28/2018 16:43,FRON,KDEN,KMSP,-0.0044,0.0,100,518.67,1561.62,1577.97,1392.77,14.62,21.61,554.61,2387.99,9068.08,1.3,47.15,522.03,2387.95,8155.75,8.4329,0.03,390,2388,100,39.08,23.4256,20.0
test_FD001,999124,24,21,3/24/2018 16:52,FRON,KDEN,KJAX,0.0008,0.0003,100,518.67,1561.25,1591.77,1392.16,14.62,21.61,554.95,2388.02,9067.08,1.3,47.12,522.52,2387.98,8151.33,8.4093,0.03,392,2388,100,39.04,23.5097,20.0
test_FD001,999124,24,140,4/15/2018 8:40,FRON,KLGA,KCVG,0.0005,0.0004,100,518.67,1561.7800000000002,1588.5,1400.4,14.62,21.61,553.69,2388.05,9092.26,1.3,47.51,522.02,2387.99,8168.68,8.4379,0.03,392,2388,100,38.9,23.3763,20.0
test_FD001,999124,24,20,3/24/2018 15:41,FRON,KLAS,KSJC,0.0025,0.0001,100,518.67,1561.39,1584.84,1400.89,14.62,21.61,554.77,2387.98,9058.71,1.3,47.19,522.43,2388.03,8155.6,8.3873,0.03,392,2388,100,38.89,23.3853,20.0
test_FD001,999124,24,49,3/30/2018 15:27,FRON,KTTN,KPBI,-0.0018,0.0001,100,518.67,1561.7,1587.12,1398.18,14.62,21.61,554.21,2387.98,9060.9,1.3,47.35,522.21,2388.01,8144.2,8.3946,0.03,390,2388,100,39.04,23.4721,20.0
test_FD001,999124,24,57,4/1/2018 12:58,FRON,KTTN,KTPA,0.0009,-0.0004,100,518.67,1561.41,1586.97,1395.1,14.62,21.61,554.83,2388.02,9063.15,1.3,47.18,522.58,2388.06,8147.9,8.3726,0.03,391,2388,100,39.12,23.3589,20.0
test_FD001,999124,24,52,3/31/2018 9:34,FRON,KMIA,KTTN,0.0018,0.0002,100,518.67,1561.9,1592.02,1403.54,14.62,21.61,554.23,2388.0,9063.13,1.3,47.16,522.42,2388.02,8152.04,8.3851,0.03,392,2388,100,38.96,23.4855,20.0
test_FD001,999124,24,55,4/1/2018 6:46,FRON,KTTN,KATL,-0.0013,0.0003,100,518.67,1561.5400000000002,1584.74,1398.54,14.62,21.61,554.36,2387.99,9066.42,1.3,47.11,522.67,2388.05,8154.02,8.3797,0.03,390,2388,100,39.05,23.4415,20.0
test_FD001,999124,24,83,4/5/2018 13:02,FRON,KPVD,KMIA,0.0009,-0.0002,100,518.67,1561.25,1580.22,1409.63,14.62,21.61,554.65,2387.94,9071.77,1.3,47.06,523.04,2387.99,8157.26,8.3774,0.03,390,2388,100,39.11,23.31,20.0
test_FD001,999124,24,119,4/12/2018 5:10,FRON,KIAD,KMCO,-0.0028,-0.0002,100,518.67,1561.69,1583.25,1404.44,14.62,21.61,554.19,2388.02,9076.64,1.3,47.29,522.94,2388.02,8162.4,8.411,0.03,390,2388,100,38.84,23.356,20.0
test_FD001,999124,24,46,3/30/2018 2:11,FRON,KMIA,KDEN,-0.0022,-0.0004,100,518.67,1561.47,1585.19,1394.03,14.62,21.61,554.6,2387.99,9066.65,1.3,47.24,522.23,2388.02,8147.88,8.4113,0.03,391,2388,100,39.1,23.4079,20.0
test_FD001,999124,24,145,4/16/2018 0:33,FRON,KLAS,KMCO,0.0014,0.0001,100,518.67,1561.88,1588.72,1403.46,14.62,21.61,554.48,2388.05,9094.33,1.3,47.63,521.93,2388.01,8172.22,8.4346,0.03,393,2388,100,39.02,23.288,20.0
test_FD001,999124,24,112,4/11/2018 5:13,FRON,KMCO,KLAS,-0.0037,-0.0004,100,518.67,1561.77,1585.1,1402.56,14.62,21.61,553.94,2388.02,9080.37,1.3,47.18,522.3,2388.02,8155.73,8.4401,0.03,391,2388,100,38.87,23.3649,20.0
test_FD001,999124,24,159,4/18/2018 12:31,FRON,KDEN,KLGA,-0.0009,0.0002,100,518.67,1562.0300000000002,1586.33,1409.74,14.62,21.61,554.17,2388.05,9109.29,1.3,47.46,521.91,2388.02,8185.35,8.4313,0.03,394,2388,100,38.81,23.3096,20.0
test_FD001,999124,24,109,4/10/2018 11:23,FRON,KBUF,KTPA,0.006,-0.0004,100,518.67,1561.8300000000002,1583.54,1403.3,14.62,21.61,553.95,2388.02,9071.13,1.3,47.25,522.23,2387.92,8152.24,8.41,0.03,394,2388,100,38.78,23.4276,20.0
test_FD001,999124,24,11,3/23/2018 1:50,FRON,KLAS,KRDU,-0.0021,-0.0002,100,518.67,1561.69,1580.99,1394.52,14.62,21.61,555.03,2387.99,9060.83,1.3,47.13,522.66,2387.97,8152.18,8.3539,0.03,392,2388,100,39.02,23.4459,20.0
test_FD001,999124,24,185,5/8/2018 9:09,FRON,KSAN,KTUL,0.0007,-0.0004,100,518.67,1562.19,1604.42,1414.315,14.62,21.61,552.6,2388.1,9142.18,1.3,47.72,521.34,2388.14,8218.13,8.4421,0.03,395,2388,100,38.59,23.3277,20.0
test_FD001,999109,9,27,1/11/2018 15:21,FRON,KSAN,KAUS,0.0008,0.0002,100,518.67,1562.26,1586.14,1409.4,14.62,21.61,553.45,2388.14,9045.08,1.3,47.33,521.59,2388.08,8130.4,8.4419,0.03,394,2388,100,38.84,23.3131,123.0
test_FD001,999109,9,33,1/12/2018 5:10,FRON,KMCO,KLAS,0.0003,0.0003,100,518.67,1562.15,1581.97,1402.32,14.62,21.61,552.74,2388.08,9053.11,1.3,47.43,520.97,2388.12,8129.25,8.4533,0.03,394,2388,100,38.73,23.2991,123.0
test_FD001,999109,9,43,1/13/2018 12:37,FRON,KLAS,KDEN,-0.0014,0.0,100,518.67,1561.95,1592.67,1412.21,14.62,21.61,553.8,2388.09,9055.83,1.3,47.59,521.24,2388.14,8135.0,8.4521,0.03,393,2388,100,38.64,23.2653,123.0
test_FD001,999109,9,29,1/11/2018 19:08,FRON,KAUS,KMSY,0.0001,0.0001,100,518.67,1561.85,1590.24,1411.075,14.62,21.61,552.98,2388.11,9055.0,1.3,47.54,521.34,2388.11,8131.6,8.4248,0.03,393,2388,100,38.91,23.2933,123.0
test_FD001,999109,9,1,1/5/2018 4:34,FRON,KLAX,KMCO,-0.0039,0.0,100,518.67,1562.19,1587.9,1399.24,14.62,21.61,553.91,2388.16,9049.36,1.3,47.54,521.22,2388.15,8133.88,8.4256,0.03,394,2388,100,38.91,23.311,123.0
test_FD001,999109,9,50,1/14/2018 11:57,FRON,KMSN,KMCO,-0.0033,0.0004,100,518.67,1562.0600000000002,1585.51,1404.98,14.62,21.61,553.66,2388.18,9054.6,1.3,47.44,521.74,2388.08,8127.69,8.4263,0.03,394,2388,100,38.85,23.2754,123.0
test_FD001,999109,9,14,1/8/2018 22:43,FRON,KSAN,KMCO,-0.0014,0.0004,100,518.67,1562.16,1589.5,1412.92,14.62,21.61,552.91,2388.14,9052.69,1.3,47.56,521.73,2388.14,8122.52,8.4462,0.03,393,2388,100,38.91,23.2565,123.0
test_FD001,999109,9,25,1/11/2018 11:04,FRON,KAUS,KSAN,0.0001,-0.0003,100,518.67,1561.71,1587.06,1406.65,14.62,21.61,553.89,2388.11,9052.09,1.3,47.39,521.56,2388.13,8129.0,8.424,0.03,393,2388,100,38.83,23.3347,123.0
test_FD001,999109,9,4,1/5/2018 15:27,FRON,KTTN,KPBI,0.0011,-0.0003,100,518.67,1562.0,1592.61,1402.47,14.62,21.61,553.97,2388.15,9046.17,1.3,47.68,521.35,2388.09,8127.37,8.4311,0.03,394,2388,100,38.87,23.3333,123.0
test_FD001,999109,9,31,1/11/2018 21:00,FRON,KMSY,KMCO,-0.0037,0.0004,100,518.67,1562.13,1589.94,1410.765,14.62,21.61,553.13,2388.14,9049.17,1.3,47.57,521.33,2388.11,8130.73,8.4312,0.03,394,2388,100,38.75,23.2189,123.0
test_FD001,999109,9,12,1/7/2018 20:30,FRON,KMCO,KISP,-0.0009,0.0004,100,518.67,1561.5400000000002,1589.59,1406.16,14.62,21.61,553.09,2388.09,9054.86,1.3,47.67,521.79,2388.11,8122.43,8.4141,0.03,392,2388,100,38.74,23.3434,123.0
test_FD001,999109,9,16,1/9/2018 8:06,FRON,KPBI,,-0.0039,0.0003,100,518.67,1562.45,1592.19,1405.56,14.62,21.61,553.36,2388.17,9044.73,1.3,47.43,521.75,2388.1,8128.85,8.4401,0.03,392,2388,100,38.75,23.4459,123.0
test_FD001,999109,9,10,1/7/2018 11:50,FRON,KLAS,KIND,0.0011,0.0003,100,518.67,1562.01,1592.41,1407.96,14.62,21.61,553.17,2388.07,9050.31,1.3,47.58,521.72,2388.1,8131.43,8.4377,0.03,392,2388,100,38.8,23.2511,123.0
test_FD001,999109,9,52,1/14/2018 19:00,FRON,KMSN,KDEN,0.0003,0.0002,100,518.67,1562.18,1589.18,1408.68,14.62,21.61,553.82,2388.14,9056.39,1.3,47.51,522.0,2388.13,8133.32,8.4436,0.03,393,2388,100,38.79,23.3996,123.0
test_FD001,999109,9,49,1/14/2018 9:10,FRON,KDEN,KMSN,-0.0024,-0.0005,100,518.67,1562.15,1590.61,1411.165,14.62,21.61,553.49,2388.15,9051.82,1.3,47.31,522.01,2388.08,8130.51,8.4409,0.03,393,2388,100,38.79,23.3629,123.0
test_FD001,999109,9,37,1/12/2018 21:48,FRON,KSFO,KLAS,0.0003,-0.0004,100,518.67,1562.3100000000002,1591.64,1406.4,14.62,21.61,553.28,2388.12,9048.62,1.3,47.6,521.59,2388.06,8127.88,8.4354,0.03,393,2388,100,38.7,23.364,123.0
test_FD001,999109,9,7,1/6/2018 15:39,FRON,KMCO,KISP,-0.0013,0.0001,100,518.67,1561.84,1586.91,1411.425,14.62,21.61,553.74,2388.09,9048.16,1.3,47.42,521.42,2388.06,8132.83,8.4432,0.03,393,2388,100,39.06,23.3471,123.0
test_FD001,999109,9,1,1/5/2018 4:34,FRON,KLAX,KMCO,-0.0039,0.0,100,518.67,1562.19,1587.9,1399.24,14.62,21.61,553.91,2388.16,9049.36,1.3,47.54,521.22,2388.15,8133.88,8.4256,0.03,394,2388,100,38.91,23.311,123.0
test_FD001,999109,9,17,1/9/2018 12:08,FRON,KISP,KMCO,-0.0008,-0.0001,100,518.67,1562.71,1592.78,1410.89,14.62,21.61,553.37,2388.06,9048.86,1.3,47.52,521.52,2388.08,8128.78,8.4596,0.03,393,2388,100,38.82,23.2645,123.0
test_FD001,999109,9,2,1/5/2018 6:10,FRON,KMCO,KRDU,-0.0002,0.0001,100,518.67,1562.48,1592.19,1411.79,14.62,21.61,553.12,2388.16,9048.75,1.3,47.5,521.21,2388.06,8125.63,8.4356,0.03,393,2388,100,38.77,23.2304,123.0
test_FD001,999109,9,24,1/11/2018 10:05,FRON,KAUS,KSAN,0.0005,-0.0003,100,518.67,1561.42,1595.48,1402.11,14.62,21.61,553.19,2388.1,9049.95,1.3,47.32,521.4,2388.09,8135.64,8.4146,0.03,393,2388,100,38.85,23.3051,123.0
test_FD001,999109,9,48,1/14/2018 8:11,FRON,KDEN,KMSN,0.0,0.0001,100,518.67,1561.5400000000002,1592.75,1410.72,14.62,21.61,553.27,2388.07,9046.13,1.3,47.7,521.23,2388.11,8133.1,8.4488,0.03,393,2388,100,39.01,23.4005,123.0
test_FD001,999109,9,24,1/11/2018 10:05,FRON,KAUS,KSAN,0.0005,-0.0003,100,518.67,1561.42,1595.48,1402.11,14.62,21.61,553.19,2388.1,9049.95,1.3,47.32,521.4,2388.09,8135.64,8.4146,0.03,393,2388,100,38.85,23.3051,123.0
test_FD001,999109,9,13,1/8/2018 7:08,FRON,KISP,KMCO,-0.003,-0.0002,100,518.67,1561.98,1592.38,1412.335,14.62,21.61,553.05,2388.12,9046.02,1.3,47.5,521.48,2388.1,8133.54,8.4537,0.03,393,2388,100,38.83,23.2731,123.0
test_FD001,999109,9,13,1/8/2018 7:08,FRON,KISP,KMCO,-0.003,-0.0002,100,518.67,1561.98,1592.38,1412.335,14.62,21.61,553.05,2388.12,9046.02,1.3,47.5,521.48,2388.1,8133.54,8.4537,0.03,393,2388,100,38.83,23.2731,123.0
test_FD001,999109,9,41,1/13/2018 6:34,FRON,KRDU,KLAS,-0.0033,0.0003,100,518.67,1561.95,1587.88,1409.22,14.62,21.61,553.37,2388.17,9055.6,1.3,47.73,521.58,2388.11,8126.25,8.4177,0.03,394,2388,100,38.89,23.3575,123.0
test_FD001,999109,9,28,1/11/2018 18:08,FRON,KAUS,KMSY,-0.0025,-0.0004,100,518.67,1561.76,1600.35,1412.03,14.62,21.61,553.13,2388.1,9049.27,1.3,47.3,521.86,2388.1,8129.83,8.4322,0.03,394,2388,100,38.88,23.3413,123.0
test_FD001,999109,9,32,1/12/2018 4:11,FRON,KMCO,KLAS,-0.001,0.0001,100,518.67,1562.21,1585.15,1407.44,14.62,21.61,553.78,2388.09,9057.57,1.3,47.47,521.92,2388.08,8129.72,8.4309,0.03,392,2388,100,38.91,23.2947,123.0
test_FD001,999109,9,55,1/15/2018 1:07,FRON,KDEN,KRSW,-0.0003,0.0004,100,518.67,1561.61,1593.61,1410.135,14.62,21.61,552.58,2388.13,9057.57,1.3,47.58,521.65,2388.16,8134.76,8.4293,0.03,392,2388,100,38.78,23.3515,123.0
test_FD001,999109,9,54,1/15/2018 0:08,FRON,KDEN,KRSW,-0.0001,0.0002,100,518.67,1561.43,1585.2,1404.71,14.62,21.61,553.5,2388.13,9049.64,1.3,47.5,521.54,2388.11,8132.63,8.438,0.03,392,2388,100,38.81,23.2658,123.0
test_FD001,999109,9,45,1/13/2018 15:55,FRON,KMEM,KLAS,0.0009,0.0005,100,518.67,1561.92,1590.25,1406.45,14.62,21.61,553.19,2388.14,9057.99,1.3,47.39,521.87,2388.15,8132.16,8.4438,0.03,394,2388,100,38.93,23.2672,123.0
